date_time,open_price,high_price,low_price,close_price,volume,close_time,quote_asset_volume,qty_transactions,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2021-01-20 15:00:00,0.1496054337254208,0.1504510999093498,0.1600184632743249,0.13093330702098172,0.03355158898294467,0.0539148351648393,0.0257535244296433,0.09453039347058106,0.021398277263682566,0.01560161638471091,0.0
2021-01-20 16:00:00,0.1320666338260601,0.142234047662405,0.14290378948936588,0.14368638570492331,0.18792124540516209,0.0540293040293065,0.14195781659807863,0.1712754294067487,0.16398298832874858,0.11785608324613177,0.0
2021-01-20 17:00:00,0.1447706039932093,0.15037455750485762,0.17225135940741676,0.1472433479506522,0.023394264676827963,0.0541437728937737,0.01802827543760245,0.07443050310634669,0.01950267330336946,0.014326648288527909,0.0
2021-01-20 18:00:00,0.15086065414656358,0.15558094184178028,0.17762817749654125,0.15701988391104849,0.016200599787527085,0.054258241758248005,0.012483784292037198,0.06285783895724205,0.017945676767130183,0.013217688253363823,0.0
2021-01-20 19:00:00,0.15950400263800502,0.15673633192788805,0.17958098624657026,0.15609726922709055,0.009445796275617105,0.054372710622715203,0.007261742675753801,0.056888780606651236,0.01005279373407927,0.007407627855753723,0.0
2021-01-20 20:00:00,0.15943669115930537,0.15737218419004118,0.1769790322167042,0.15016992412402708,0.012350791074497105,0.0544871794871824,0.009512580226149817,0.07278596662200025,0.009026681478395884,0.0066322809322043996,0.0
2021-01-20 21:00:00,0.15187612469413625,0.15203772890181166,0.17094769593722492,0.1492717880025265,0.010029283135830444,0.0546016483516496,0.007638262387601854,0.06273602143988305,0.00725992497204903,0.005278311991842173,0.0
2021-01-20 22:00:00,0.15041417988148142,0.151786589770733,0.17713191594325728,0.1506965917513302,0.004232938280786996,0.054716117216123905,0.003176654099365925,0.02192715312461932,0.0046245062146452,0.003358782802340256,0.0
2021-01-20 23:00:00,0.15193889832033924,0.16595593959053323,0.1787882377219837,0.16353824750148316,0.027266810683500207,0.054830586080591104,0.02132498567146534,0.08594225849677184,0.034868494504270084,0.025997262395977758,0.0
2021-01-21 00:00:00,0.16462875072416572,0.1643523011748509,0.1853136375458987,0.1593756301021716,0.010934459342849551,0.0549450549450583,0.008482692157683934,0.05098063101473992,0.012095765078950093,0.00898530412034676,0.0
