,open_price,high_price,low_price,close_price,volume,close_time,quote_asset_volume,qty_transactions,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
0,15653.63,15769.13,15486.74,15650.78,0.050319,1640998799999.0,1940.91504955,21.0,0.011035,492.67604435,0.0
1,47970.19,48203.19,47825.55,47973.8,2004.507026,1672448399999.0,39649166.29171157,19377.0,973.755194,20059325.72708881,0.0
